"Date","Ticker","Close"
"2017-12-29","ADBE                          ","175.24"
"2017-12-29","QRVO                          ","66.6"
"2017-12-29","HPE                           ","13.68"
"2017-12-29","MSFT                          ","82.86"
"2017-12-29","MU                            ","41.12"
"2017-12-29","ACN                           ","148.5"
"2017-12-29","APH                           ","86.3"
"2017-12-29","ADI                           ","85.91"
"2017-12-29","AMAT                          ","49.4"
"2017-12-29","ADS                           ","246.2"
"2017-12-29","AKAM                          ","65.04"
"2017-12-29","IBM                           ","140.06"
"2017-12-29","CSCO                          ","36.15"
"2017-12-29","CRM                           ","102.23"
"2017-12-29","INTC                          ","43.93"
"2017-12-29","QCOM                          ","59.85"
"2017-12-29","FIS                           ","92.14"
"2017-12-29","LRCX                          ","177.1"
"2017-12-29","TEL                           ","90.96"
"2017-12-29","PAYX                          ","63.92"
"2017-12-29","V                             ","112.54"
"2017-12-29","CDNS                          ","41.82"
"2017-12-29","PYPL                          ","73.62"
"2017-12-29","AAPL                          ","164.26"
"2017-12-29","ANSS                          ","147.59"
"2017-12-29","CTSH                          ","69.22"
"2017-12-29","FTNT                          ","43.69"
"2017-12-29","CTXS                          ","86.77"
"2017-12-29","KLAC                          ","99.81"
"2017-12-29","BR                            ","88.11"
"2017-12-29","MXIM                          ","49.43"
"2017-12-29","NVDA                          ","192.35"
"2017-12-29","GPN                           ","100.19"
"2017-12-29","INTU                          ","155.18"
"2017-12-29","NTAP                          ","52.84"
"2017-12-29","HPQ                           ","20.0"
"2017-12-29","ADSK                          ","104.83"
"2017-12-29","KEYS                          ","41.6"
"2017-12-29","AMD                           ","10.28"
"2017-12-29","WDC                           ","74.5"
"2017-12-29","TXN                           ","99.02"
"2017-12-29","ORCL                          ","45.75"
"2017-12-29","GLW                           ","30.41"
"2017-12-29","MA                            ","149.71"
"2017-12-29","MCHP                          ","84.93"
"2017-12-29","MSI                           ","87.76"
"2017-12-29","SWKS                          ","91.99"
"2017-12-29","FLIR                          ","45.58"
"2017-12-29","FISV                          ","65.57"
"2017-12-29","STX                           ","38.2"
"2017-12-29","VRSN                          ","114.44"
"2017-12-29","WU                            ","17.76"
"2017-12-29","XRX                           ","27.34"
"2017-12-29","JNPR                          ","27.14"
"2017-12-29","XLNX                          ","65.2"
"2017-12-29","JKHY                          ","114.67"
"2017-12-29","ANET                          ","235.58"
"2017-12-29","IPGP                          ","214.13"
"2017-12-29","ADP                           ","113.06"
"2017-12-29","NOW                           ","130.39"
"2017-12-29","CDW                           ","68.12"
"2017-12-29","AVGO                          ","242.07"
"2017-12-29","DXC                           ","80.21"
"2017-12-29","FLT                           ","192.43"
"2017-12-29","SNPS                          ","85.24"
"2017-12-29","LDOS                          ","62.48"
